"title","text"
"StAS.1.1.278.P.Ross_and_Cromarty.Kiltearn","      statistical account  ther with the proportions which the several crops bear to each other  <table>                               acres. sown with oats, about         1000       barley                   500       pease                    120       clover and rye grass     300       potatoes                 140       turnips                   30       wheat                     30       beans                     10       flax                       6       rye                       20       leas                      94                               ------                                2250  </table>     the average returns from the above sowings are very incon- siderable.  the barley yields only about 5, and the oats 4 returns.  hence, even in the best years, the parish can spare very little corn for the market.  the reason why flax and wheat are so little cultivated in the parish, is the want of mills to manufacture these articles.     price of labour and provisions.-the wages paid to ser- vants engaged in domestic employments vary according to the circumstances of their masters; but the wages of those servants who are employed in the labours of the field can be more easily ascertained.  of these last mentioned, some eat in their master's house, but by far the greatest number live in cottages of their own, and receive 6 bolls of meal instead of board, and l. 3 pounds sterling of wages annually.  this is the average rate for ordinary ploughmen and carters.  from this rule, however, there are manu exceptions.  a plough-  "
"StAS.1.1.279.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  man who excels sometimes get l. 5 or l. 6 wages, and 8 or 10 bolls of meal.  besides the above, every man servant has the privilege of planting about half a boll of potatoes for his own use, rent free.  the usual wages of female servants in farmers houses is from l. 1: 4: 0 to l. 1: 10 : 0 yearly.  the common method of managing the harvest work is to hire a certain number of shearers for the harvest quarter, pro- portioned to the size of the farm:  this is the old custom. the men get about a boll and an half, and the women a boll of meal, instead of meat and wages, during the harvest fea- son.  but the active and intelligent part of the farmers begin to fee the inconvenience of the above practice; because, while they are confined to a few hands, they may lose by one stor- my day as much as would defray the whole charges of cut- ting down the crops.  hence, they now hire their shearers for the day, and increase or diminish their number according to the slate of their crops.  this is evidently the more ra- tional plan of the two.  the men receive 7 d. per day, and the women 6 d.  the price of mowing hay is usually from 2 s. z d. to 2 s. 6 d. per acre.  day labourers receive for or- dinary work 6 d. per day all the year through, and something extraordinary if their labour is harder than usual.  they are more willing, however, to work by the piece; and then they will earn, perhaps, 1 s. and upwards per day.  trenching ground about 18 inches deep, if it be free from roots and stones, costs 4 d. the rood of 6 yards square; but, if the soil is rugged, and hard to work, it costs 8 d.  the price of grain, meal, and all sorts of provisions, has been gradually ad- vancing for several years, and is not likely to fall.  per- haps the average price of barley and oat-meal, for 20 years past, has been about 14 s. per boll.  this observation, and what follows respecting the price of provisions, holds true with regard to a considerable part of the county of rofs, as  "
"StAS.1.1.28.P.Dumfries.Holywood","      statistical account  lor, 1 s. without, or 6 d. with meat.  work, however, is ge- nerally done by the piece.  the average of farm servants, when they eat in the house,is l. 7 for men, and l. 3 for women; but the farm servants are generally paid by what is called a benefit, before described; and if the man's wife and children are employed by the farmer, their work is separately paid for.  the wages of domestic servants are nearly the same with those of farm servants.     expences of a labourer's family.  the expences of a com- mon labourer, when married, and with four or five children, is about l. 16 a year.  the wages which he receives, toge- ther with the industry of his wife, enable him to live tole- rably comfortable, and to give his children an education pro- per for their station, provided he and his wife are sober, in- dustrious, and frugal:  those of them who are embarrassed in their circumstances, owe their poverty either to their own, or their wife's bad conduct.  that the labourers can maintain their families at this small expence, is owing to the farmers, from whom they have cottages, allowing them as much land for one year's rent free, to plant potatoes in, as they can ma- nure sufficiently with ashes, or such dung as they can provide for themselves; and these potatoes constitute at least one half of their year's food.     division and rent of lands.-a great part of the parish is inclosed, but a considerable part still lies open.  the farmers seem sufficiently convinced of the advantages of inclosing, and would willingly allow their landlords interest for such sums of money as would be necessary for making inclosures.     gant mansion-houses for themselves, and good farm-houses for their tenants.  "
"StAS.1.1.281.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  other officers of the church, there remains only about l. 10 sterling, which is distributed once a year among the most indigent persons of the parish by the kirk-session, in presence of the heritors.  but how small a relief can this afford, when there are usually above 100 persons upon the poor's list here, who have every claim to charity that indigence and infirmity can give them ? nor will it appear surprising that the poor's roll in this place should be so large, when it is re- collected that there are 96 widows in it,     rivers, lakes, and fisheries.-among the several streams of water which run through this parish, only two of them deserve to be mentioned.  first, skiak, which falls into the sea, close by the church.  the banks on both sides are cover- ed with brushwood and trees of various kinds, most of which grow naturally.  this river being traced to its source, is found to terminate in a collection of small streams that meet toge- ther in the valleys, at the foot of the several mountains.  the other river which we shall mention is aultgrande, i, e. in gaelic, the ugly water, or burn, so called on account of some rocks through which it runs down, that make a vey formi- dable appearance, which will be more particularly described under the article curiosities.  this river falls into the sea about half a mile east of the former, and has its banks on each side covered with trees and shrubs.  when the snow melts on the mountains, this river frequently pours down its streams with great rapidity, and often proves hihgly detrimental to the adgacent lands.  it takes its rise in loch glass, a beautiful fresh water lake about 6 miles from the sea.  this lake never freezes till about the spring season, and not even then, unless the frost be uncommonly severe. it is about 5 miles long, and near 1 mile broad, and navi- gable all the way.  this, together with several other smaller       vol. 1. n n  "
"StAS.1.1.282.P.Ross_and_Cromarty.Kiltearn","      statistical account  lakes situated upon the north side of ben-uaish, affords abun- dance of fine trout, though they are not of a large size.  there is a small island near the south end of this lake, where it is said one of the lairds of fowlis had formerly a summer- house.  besides the trout taken in the rivers and lakes, there are a good number of salmon caught on the sea coast, sometimes by nets and cobles, called still fishing, but chief- ly by means of yaires, or small inclosures, built in a curve or semecircular form near the shore.  at high water the salmon comes within these yaires, and at low water is easily taken, having no way to escape.  this is the simplest and cheapest mode of fishing that can be devised.  there are usually four or five yaires kept up in the parish; and each proprietor takes fish enough to supply himself and a few friends.  in a a good fishing season he can send some to market.  floun- ders, herring-fry, or sprats, are frequently taken in these yairs.     fossils, miners, and minerals.-in digging for peats in the mosses of this parish, numbers of fir trees are found, which afford a clear proof that those extensive tracts of ground were once covered with trees, which must have added much to the beauty of the country, and have been shelter to the cattle. these trees that are dug out of the mosses are perfectly found. and last long when applied to the purpose of building.  one chief benefit derived fromt them is, that they burn well, and afford excellent light to the country people, who cannot af- fford to buy candles.  clay and snell marl are to be found in this parish.  the clay marl is met with in a moss called boginturie, upon the estate of fowlis, 3 miles distant from  the sea shore.  there is abundance of it; and it has answered well with those who have tried it.  it will probably come in- to more repute in proportion as the true notion of farming  "
"StAS.1.1.284.P.Ross_and_Cromarty.Kiltearn","      statistical account  dicinal virtue we have not heard; but it was a common prac- tice, in the memory of some still alive, for superstitious per- sons to frequent the well, and, after drinking the water, to tye some rags to the branches of the surrounding trees.     roads and bridges.-very particular attention has been paid of late years to the roads in this district; and the bridges have been widened for the conveniency of carriages.  the new bridge over aultgrande is remarkably neat, and well finished, and does not credit to mr kyle, the architect, who built it.  all the bridges are built and kept in repair at the expence of the country.  the roads are kept in repair by the statute labour, which the inhabitants perform personally, and very seldom by commutation.  an improvement is now making on the road that leads through this parish, which will add much to the pleasure and comfort of travellers.  the chief heritor has, at a considerable expence, carried off the road in a sweep or curve, about a quarter of a mile father south than it was formerly.  by this means, travellers will not only pass through the middle of rich fields and fine plantations of trees, but will also have a full view of that ancient and elegant mansion, fowlis castle.  this improved road was begun in 1790, and will be completed in the course of 1791.     villages, schools, & manufacturers.-there is only one small village in the parish, called drummond, situated in a level field contiguous to the river skiack.  this village is yet in its infancy; but, as the situation of it is centrical, and a- greeable, being on the post-road between dingwall and no- var inn, there is every reason to believe that it will increase considerably in a few years.  at present, there is a public house, two shop-keepers, a dyer of woolen stuffs, who keeps a press and scouring mill; and a few other mechanics.  two  "
"StAS.1.1.285.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  fairs or markets are held here annually; the one early in june, and the other the first week in december, where black cattle and other country commodities are fold; and, though the proprietor exacts no toll or custom, he maintains a guard while the markets lasts, to keep order, and prevent riots.  the fair in december is known by the name of the goose-market.  but, as no geese are fold at it, the name goose-market has probably taken its rise from an en- tertainment usually given by the gentlemen of the parish to the principal inhabitants on the second day of the market, where a goose (being then in season,) always makes a part of the feast.  on this occasion, there is no excess in drinking encouraged; and the company meet merely for the sake of social intercourse.  adjoining to the village of drummond is the parish school, which is commonly attended by 60 or 80 children, and often by a much greater number.  the sa- lary paid by the heritors to the master is a chalder of barley; and, as precenter and session-clerk, his emoluments will a- mount to about l. 4, besides the quarter-fees paid by the scholars, which are as low and moderate as any where in scot- land; english being taught for 1 s. per quarter; writing 1 s. 6 d.; arithmetic 2 s.; and latin 2 s. 6 d.  it is no more than justice to say that the education of youth is at present conducted at the school upon the most approved plan, and with correspondent success.  to which we may add, that, besides what is usually taught at grammar schools, several o- ther branches of useful science and literature are taught here, such as the french language, geography, geometry, book- keeping, and the different branches of practical mathema- tics.  this deserves the more to be remarked, because so few country parishes are favoured with similar advantages for educating their youth.  within a quarter of a mile of the village of drummond, to the east, on the farm of upper  "
"StAS.1.1.286.P.Ross_and_Cromarty.Kiltearn","      statistical account  balcony, there is a licensed distillery for aquavitae or whisky, which pay l. 30, and consumes about 180 bolls of barley yearly; but it is much to be regretted that a great quantity of spirits, beside the whole produce of this distillery, is con- sumed within the parish.  on the opposite side of the river, and close to the new bridge, is culcairn bleachfield, the only one in the country.  this bleachfield was first esta- blished by the late john munro, esq; of culcairn, father of the present proprietor of that name, in 1751.  though it promised well for several years, yet it afterwards declined much, while it passed through the hands of different mana- gers.  in the year 1779, it fortunately fell into the hands of the present manager, william tait, from salton bleach- field in east lothian.  the proprietor, observing that mr tait was not deficient, either in skill or activity, resolved to give him every encouragement, granted him a lease of the  bleachfield, and a built a comfortable house for him.  a clear proof of the rapid progress this field has made under the present manager is, that, in the year 1779, there were only 440 pieces of cloth bleached here; but, in the year 1790, the number of pieces amounted to 2242.  the honourable board of trustees, being well informed of mr tait's indus- try and success, were pleased, in 1786, to grant l. 50 for erecting a drying house.  and it is not doubted that, on a proper representation, they will give some further aid to- wards setting up proper machinery, and a complete bleaching apparatus, at this very flourishing field.     inns and ale-houses.-there are only two licensed ale-hou- ses in the parish which pay excite-duty; one at drummond, and the other at wester fowlis.  these are necessary for the accommodation of travellers, and for transacting country business.  but these are a number of blind whisky houses,  "
"StAS.1.1.287.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  situated in obscure corners, at a distance from the public road.  these last are much frequented by tipplers, and dram- drinkers, who sometimes sit up whole nights at their debauch. such tippling-houses have proved a great nuisance for several years past, and have been very prejudicial to the health, the morals, and the circumstances, of several inhabitants of this parish.  it is not uncommon to see two mechanics, or day-labourers, repairing once or twice a-day to one of these ensnaring haunts, and drinking a choppin bottle of unmixed whisky at each time, with as great case as their forefathers would drink a scots pint of twopenny ale, or small beer. what adds to the grievance is, that the keepers of these cor- rupting haunts are not always very scrupulous as to the mode of receiving payment for their drink.  when money fails, they will receive meal and victual at a low price, which is often stolen from the mills, and farmers barns.  when this resource fails, they receive household furniture, and wearing apparel.  an evil that has come to such a height loudly calls for the interposition of the civil magistrate; and it is a great pity that the gentlemen of the district who are justices of the peace, and are remarkably temperate themselves, have not made greater excertions to suppress this growing evil.     advantages and disadvantages.-as it is the common lot of mankind to have their condition in this world checquer- ed with a mixture of good and evil, so it cannot be denied that the inhabitants of kiltearn have their own share, both of the advantages and disadvantages of life.  it is a very fa- vourable circumstance for this parish, that it is situated on a beautiful bay, and within four leagues of cromarty; from which place there is a communication by sea once every fort- night to london and leith.  besides, there are three several harbours in the parish, viz. at balcony, fowlis, and ardullie  "
"StAS.1.1.288.P.Ross_and_Cromarty.Kiltearn","      statistical account  point, where vessels from 80 to 100 tons burden may load and unload, and anchor with the greatest safety, as there are no dangerous rocks or shelves near the shore.  excellent free- stone quarries, that are easily wrought, are to be met in e- very corner of the parish.  this circumstance, added to the abundance of timber, affords great encouragement to carry on buildings, and other improvements.  the advantages of education which are to be had at the public schools here, is a very encouraging circumstance to determine such as have rising families to settle among us.  the prevailing taste for buildings and improvements among the gentlemen of the pa- rish is a great blessing to artificers and day-labourers; which was partricularly experienced in the hard years 1782 and 1783; being, under god, the mean of preserving many fa- milies from perishing for want of bread.  but, as the gentle- men's improvements will soon be completed, many hands who are now employed will be at a loss to provide for them- selves and their families, unless some manufacturers are speed- ily established; and, considering the great number of women in the parish, it would be desirable that some manufacture should be introduced to employ the females, and children of both sexes; for it is a hard case, when a labouring man is unable to work  by age or sickness, that his family has no means of earning a subsistence, however unwilling to work. this leads us to mention another disadvantage which the poor women labour under here, which is, that they seldom have proper assistance when in child-bed, as there is no regularly bred midwife in the parish.  this often proves of fatal con- sequence to women in that situation, which, of all others, require the most tender care, as well as skill.  it is also much to be wished that the inhabitants in general were better lodged than they can possibly be in their present huts.  in no country, perhaps, are the gentlemen better lodged, and the  "
"StAS.1.1.289.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  tenants worse accommodated, than in this parish; for, who could suppose that, among the 385 houses in the parish, there are nor forty, in which a person accustomed to a decent ac- commodation, would choose to lodge a single night.  per- haps their being so frequently obliged to remove their cotta- ges makes them less solicitous to them comfortably built.  the greatest number are built of earth, and are usu- ally razed to the ground once in 5 or 7 years, when they are added to the dunghill.  indeed, they cannot afford to build them of better materials, not even with clay and stone; and yet, as proof of the late increase of population, when any of these mean huts become vacant, there are perhaps five or six candidates for them; and the succesful one is suppo- sed to owe the preference to superior interest.  but, among the chief disadvantages of this parish may be reckoned the extreme poverty of many who become farmers.  too many assume this character who have hardly any stock to begin with; and the consequence is, that, after struggling for a few years to keep credit,-they at last sink under the load of poverty, while the landlord has a long arrear of rent due to him.  in a word, it cannot be denied that many among us have the name of farmers who ought more properly to be day labourers.  indeed, some of their own hired servants have the necessaries of life with a greater degree of comfort than their masters, the farmers. one circumstance very pre- judicial to the farmers is, that they are too much at the mercy of their servants.  when a servant engages with a poor farmer, he bribes him with a promise of high wages; and, when money fails, he allows his servant to sow a quan- tity of corn for his own use, and to keep a cow in summer, and pserhaps two or three in winter, on the farm, which brings certain ruin upon the tenant in the end. we will add, that it is a great loss to have so few justices of peace in the       vol. i. o o  "
"StAS.1.1.29.P.Dumfries.Holywood","      of holywood.     the farms are in general from l. 40 to l. 150 a year; but there are some few from l. 40, down to as small as l. 8. about the year 1771 a spirit of improvement appeared in the parish, when the farms became larger than they had for- merly been; but for some years past they have continued nearly of the same size.  the best arable land is let from l. 1: 1: 0 to l. 1: 10: 10; and the inferior, from 20 s. to 7 s. an acre.  the hill pasture is not let by the acre, but by the lump.  the whole rent of the parish amounts to something more than l. 3000 sterling per annum, including houses, and the small fisheries in the nith and cluden.  the heri- tors are thirty-one in number, of whom ten of the small ones and three of the largest reside in the parish.  there is no map of the parish, the number of acres in it have not consequently been precisely ascertained; they are estimated at about 7500.  of these about 60 are employed for raising wheat, 250 for barley, 20 for pease and beans, 10 for rye, 1310 for oats, 100 for potatoes, 30 for turnip and cabbage, 20 for flax and hemp, 500 for sown grass, the rest is pastu- rage, except about 150 acres for roads and plantations.  none of the ground is common; and every proprietor knows the exact marches of his estate; but a considerable quantity of the hilly part must always lie in a state of pasturage, not being arable on account of the steepness of the hills. several hundreds acres, however, of the lower parts of these un- broken grounds, are capable of cultivation, and, if proper- ly improved, would pay well for the labour bestowed on them.  the greatest part of the parish is thirled* to the  <footnote>  *when the laird, i.e. lord of the manor, builds a mill, he obliges his tenants to have all their corn ground at that mill only.  the farms are then said to be thirled, or under thirlage to the mill.  but sometimes, as is the cafe here, the tenants of one estate are thirled to the mill of another, which, when the dues are high, is a great bar to improvement.  "
"StAS.1.1.290.P.Ross_and_Cromarty.Kiltearn","      statistical account  district to take cognizance of this and other grievances.  the last particular we shall mention, under the head of disadvan- tage, is not confined to this parish only, but is equally felt in the parishes around us, viz. the personal service of the te- nants.  these, however, were formerly more grievous than at present; for it is not long since the farmers, their servants, and horses, must have been ready at a call from the laird when he had any operations to carry on on his farm, or o- therwise.  they ploughed, harrowed, manured, and reaped, the landlord's farm, while their own were often neglected. here, however, we must observe, that, in former times, these services, though a burden, were not such a grievance as they would be now.  the rents were then low, and mo- ney scarce.  hence the services made a considerable part of the revenue which landlords derived from their lands.  but now the case is altered; and, wherever tenants are expected to thrive, personal services must be dispensed with, and commuted.  that which has been longest kept up, is the providing a certain quantity of peats or fuel for the master yearly, which interferes much with the labours of the hus- bandman, as his whole time is employed in providing his  own and his landlord's fuel, from the time the seed is sown till the beginning of harvest.  thus, he loses all that time in which he ought to provide manure for his land.  the per- sonal services of the tenants are, however, always limited, and as exactly known as the rent of the farm.  some propri- etors of lands in the parish have begun, of late, to accept of a convertion for all services, and also to grant leases to the industrious part of the farmers.  if these conversions were moderate, and if the tenants were encouraged to build decent houses, it would conduce to the comfort of the farmer, and the interest of the landlord.  "
"StAS.1.1.291.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.     language, and etymology of names.-the language com- monly spoken here is the gaelic, or earse; but, of late years, the english begins to be more cultivated than formerly, and is understood by the generality of the inhabitants.  the church service is performed here, as in the greatest part of the county, in gaelic in the forenoon, and in english in the afternoon.     the names of places seem, in general, to be of gaelic ori- ginal.  for example, balcony, that is, in earse, a dwelling- place.  this is a beautiful seat, situated on the banks of the river skiack, on a fine eminence, which slopes gradually to- wards the sea.  this was formerly one of the seats of the antient earls of ross.  hence it is called balcony vie dho- nail, or macdonald's habitation.  ketwal, that is, in earse, kead vail, or, the first possession, acquired by the earls of ross in this parish.  tennaird, that is, the house on the height. mountgerald is a modern name given by mr mckenzie,  father to the present proprietor, to a place formerly called clyne, being situated on an inclined plain.  this name was given in allusion to fitzgerald, who came from ireland, and who was the progenitor of the mckenzies.     antiquities and curiosities.-about half a mile to the west of the house of clyne, and a quarter of a mile to the north of the post road, is a remarkable piece of antiquity, which plainly appears to have been erected by the druids, and used by them as a place of sacred worship.  it consists of a single row of twelve large stones, placed upright, and so disposed as to form two ovals, which are joined to each other.  the areas of these ovals are equal; they are 13 feet from east to west, and 10 feet in the middle from north to south.  at the west end of one of them is a stone, which rises 8 feet above the  "
"StAS.1.1.292.P.Ross_and_Cromarty.Kiltearn","      statistical account  surface of the earth; the other stones are from 4 to 6 feet long.  there is also, in the middle of this oval, a flat stone,  which was probably the altar; it seems to have stood for- merly at the east end, but has been thrown down by some accident.  distant about 3 paces from the eastern oval is a circular hollow, laid to have been well of a considerable depth, but it is now filled up; its diameter at top is 8 feet. these ovals are situated on the top of an eminence, round which are marked out three concentric circles; one at the bot- tom, another 28 paces above the former, and the third 12 paces higher, immediately surrounding the ovals.  the circumfe- rence of the first is 80, of the second 50, and of the third, or highest circle, 35 paces.  it is observable, that these cu-   rious remains have a great resemblance to many others in dif- ferent places of great britain, particularly to those in the pa- rish of addington, near malling in kent, (an account of which is given by mr colebrook in the archaeologia, vol. ii. page 107.), and the celebrated ones at stonehenge in wiltshire *. large conical heans of stones, or cairns, as they are called, are to be met with on the tops of many of the hills and emi- nences in the parish.  about 800 paces to the west of the above ruin is a circular cairn, in diameter about 30 paces, containing, in the center, a grave 3 feet 6 inches long, 18 inches broad. and 14 inches deep, neatly lined with four flat stones, and covered by another.  there are also at the circumference three graves of the same dimensions, on the east, south, and west, but they are in a more ruinous condi- tion than the central one.  it is probable that these were the sepulchres of a certain family or tribe; the chief was buried  <footnote>  *in order to make the above description more easily under- stood, mr robertson subjoined a sketch of the form and situa- tion of these stones; and the editor is sorry that the plan of this work would not suffer an engraving of it to be made.  "
"StAS.1.1.293.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  in the center, and his relatives or dependents at certain di- stances around him.  but we shall be at a loss to account for the smallness of these graves, unless we suppose them to have contained only ashes or bowels of the deceased person. these, it is likely, were deposited in earthen pitchers or vases, as several vessels of that-kind have been dug up by the plough in the neighbourhood of these cairns.  there is also in the north side of the river skiack, and nearly opposite to the village of drummond, a grave of an oblong form, lined with stone in the same manner as those above described; it is call- ed the priest's sepulchre, and is 7 feet long, 3 broad, and about 3 1/2 deep.  it is evident from these remains, and many others of a similar nature, which abound in almost every part of the highlands of scotland, that it was the custom of our ancestos to cover their burying places with heaps of stones; and the reason probably was, to prevent the bodies from be- ing dug up, and devoured by the wolves, wild boars, and other beasts of prey, which then insested the country*. there are ruins of five different chapels and burying places in this parish, viz. one at balcony, called st ninian' chapel, one at culnaskeath, one at wester fowlis, one at kilchoan, and one at limlair, near the sea shore, called st mary's cha- pel.  several families continue still to bury at the last named church-yard, and there are some vestiges of the manse, or minister's house, contiguous-to it.  the last incumbent's name was mr henry kincaid, who seems to have lived about the beginning of the last century; for it appears from some records that he disposed of certain teinds to the baron of fowlis in 1607.  <footnote>  * ""i'll add a stone to your cairn,"" was formerly a prover- bial expression of friendship among the highlanders.  "
"StAS.1.1.294.P.Ross_and_Cromarty.Kiltearn","      statistical account     the natural curiosity that chiefly deserves notice is the rock called craig-grande, or the ugly rock.  this is a deep chasm or abyss, formed by two opposite precipices that rise perpendicularly to a great height, through which the ault- grande runs for the space of 2 miles.  it begins at the di- stance of 4 miles from the sea, by a bold projection into the channel of the river, which it diminishes in breadth by a least one half.  the river continues to run with rapidity for about three quarters of a mile, when it is confined by a sudden jut- ting out of the rock.  here, the side view from the summit is very striking.  the course of the stream being thus im- peded, it whirls and foams, and beats with violence against the opposing rock, till, collecting strength, it shoots up per- pendicularly with great fury, and, forcing its way, darts with the switness of an arrow through the winding passage on the other side.  after passing this obstruction, it becomes in many places invisible, owing partly to the increasing depth and narrowness of the chasm, and partly to the view being intercepted by the numerous branches of trees which grow on each side of the precipice.  about a quarter of a mile far- ther down, the contry people have thrown a slight bridge, composed of trunks of trees covered with turs, over the rock, where the chasm is about 16 feet wide.  here the observer, if he has intrepidity enough to venture himself on such a tot- tering support, and can look down on the gulph below with- out any uneasy sensations, will be gratified with a view equal- ly awful and astonishing.  the wildness of the steep and rug- ged rocks; the gloomy horror of the cliffs and caverns, ""in- ""accessible by mortal's trod,"" and where the genial rays of the fun never yet penetrated; the water falls which are heard pouring down in different places of the precipice, with fonds various in proportion to their distance, the hoarse and hol- low murmuring of the river, which runs at the depth of near  "
"StAS.1.1.297.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  selves, at different periods, by their martial spirit and warlike atchievements.  this circumstance is taken notice of by bu- chanan, in the 17th book of his history, where, after speak- ing of the difficulties in which mary queen of scots was in- volved at inverness, he adds, ""that, as soon as they heard "" of their sovereign's danger, a great number of the antient "" scots poured in around her, especially the frasers and "" munros, which (says he) were esteemed among the most "" valiant of the clans inhabiting those countries.""  and, in the war carried on by gustavus adolphus, king of swe- den, against the emperor ferdinand ii.  there were so ma- ny of the name of munro, that, among the officers of that name who served in that war, there were 3 generals, 8 colonels, 5 lieutenant-colonels, 11 majors, and above 30 captains, besides a great number of subalterns.  many of them gained great reputation in this war, particularly their chief, robert munro, the 21st baron of fowlis, who so distinguish- ed himself by his military conduct, that he was made colonel of two regiments at the same time, one of foot, and another of horse.  it is not necessary, on this occasion, to enumerate the several illustrious characters that sprung from the house  of fowlis, as this has already employed the pen of a very learned and pious writer.  but, it would be unpardonable to omit mentioning the late sir robert munro, who was kill- ed at the battle of falkirk on the 17th january 1746.  there are still many living witnesses to attest how great an orna- ment he was to his name and to his country.  his conduct at the battle of fontenoy was heard with just applause through all great britain; and there is still extant a copy of a let-       vol. i. p p  <footnote>  *vide an account of the antient family of the munros of fowlis, in the appendix to the life of colonel gardiner, by the late dr doddridge.  "
"StAS.1.1.299.P.Ross_and_Cromarty.Kiltearn","      of kiltearn.  when he obtained his liberty he retired to holland, where he was highly esteemed for his learning the piety.  there is a  pamphlet published, containing memoirs of his life, and many remarkable anecdotes of him.  there are several facts well attested, which indicate that he had a remarkable presenti- ment of future events respecting the church in general, and himself in particular.  even at a period when, to all human appearance, it was most unlikely, and when he was obliged to fly from his country and charge, he soretold, with the most assured confidence, that there would be such a revolu- tion as happened afterwards, and that he should return to his charge at kiltearn, and be buried there; which accordingly turned out as he had said.  and, in consideration of his emi- nent worth, and great sufferings, king william was pleased to appoint him one of his chaplains for scotland; but he died very soon after his appointment, at kiltearn, in 1692, and is buried at the entry to the south-west door of the church.  some person, out of respect for his memory, and zealous to express the sense he had of mr hogg's uncommon worth, caused the following singular inscription to be put on his grave-stone: ""this stone will witness against the pa- "" rishioners of kiltearn, if ever they bring in an ungodly "" minister here."" but, while we pay the just tribute of praise to those whose stations advantages of education enabled them to distinguish themselves in the world, it would be un- just to overlook those blossoms of genius that shoot forth in the humble walks of life.  here, a watchmaker in this parish naturally occurs to our view.  this man (now about 30 years of age) was born and brought up in the highland district of this parish, and, although he never saw a watch or clock till he was grown up to manhood, yet, by mere intuition, has made several clocks of coarse materials, which go well.  he only wants a little instruction and assistance to make a figure  "
"StAS.1.1.3.P.Roxburgh.Jedburgh","      of jedburgh.  life, who, in consequence of their miserable mode of living, and still more  of the coldness and dampness of their houses, owing partly to the scarcity and high price of fewel, have too much reason to complain of what they call the pains, or the pains within them.  the air, however, on the whole, being very falubrious, there are many instances of longevity in the pa- rish.  an old woman, who died 15 years ago, said that she  was 105; but her name was not in the parish record.  there are several now living, both in the town and country part of the parish, above 80.  many have survived 90 during the in- cumbency of the present minister; and there are three per- sons in the town, now living, who are above 90.  there is also a shepherd in the 94th year of his age, who attends his flock as usual.  the ravages which the small-pox formerly made have been greatly mitigated, innoculation being of late very general and very successful.  in order to reconcile the minds of the common people to this useful practice, the he- ritors of jedburgh, about ten years ago, allowed a small sum to detray the expence of innoculating the children of the poor, at a period when the disease was peculiarly fatal.  this generous design was attended with the happiest success; a- mong a thousand patients, innoculated by dr lindlay in the course of above 20 years practice, only two have been lost, and there is the strongest reason to believe that these two had been previously infected in the natural way.  the other phy- sicians and surgeons of the place have also been, it is believ- ed, equally fortunate in this important branch of their practice.     rivers.-the river jed, which runs through this parish, has its source in the north side of the carter-hill, in the pa- rish of southdean, about the distance of fourteen miles from the town of jedburgh*.  it abounds with trouts, particu-  <footnote>  *on the south side of the same hill, the river tyne, which runs by newcastle, takes its rise.  "
"StAS.1.1.30.P.Dumfries.Holywood","      statistical account  mill of cluden, and pays a very high multure*, which greatly tends to retard the cultivation and improvement of the district.     mede of cultivation.-there are 70 ploughs in the parish. those used in the first division, fee p. 20. and the greatest part of the second, viz. the light soil, are the small english plough; in part of the second, and adjoining part of the third, they use the scots plough with the english mould-board, or ploughs composed partly on the model of the old scots, and partly on that of the english; and in the remaining part of the third, the scots plough only is used.  each of these ploughs seems well adapted for the nature of the soil in the district where they are used.  the english plough is cer- tainly the best, but it can only work properly in land that is free from stones.  the scots plough, when properly made, is doubtless the fittest for strong land; and, lastly, the plough composed of the two, is the most proper for land that is composed of the two kinds above mentioned; and these are the nature of the different soils in which the several kinds of ploughs are used.  the ploughs are commonly drawn by two strong horses, and one man both holds the plough and drives the horses, with a pair of long reins.  when stiff land is to be broken up from grass, three, or sometimes four horses are yoked into a plough of the same construction, but of a strong- er make.     produce.-the vegetable produce of this parish has already been specified, under the article, division of land.  with re- spect to animal productions, it is principally distinguished for a breed of black cattle, for which the country of dumfries in  <footnote>  *multure is a certain stipulated quantity of meal, given as payment to the miller for grinding the corn:  and all corn grown on farms thirled to the mill is obliged to pay multure, whether the corn be ground at that mill or elsewhere.  "
"StAS.1.1.300.P.Ross_and_Cromarty.Kiltearn","      statistical account  in his line.  it is a pity that he can neither read nor write, and hardly speaks english.  there is also a school-boy, about 16 years of age, who disvovers a good taste for drawing, and promises to arrive at some eminence in that art, it his genius was properly cultivated; as he is of a weak constitution, he is not fit for any hard labour.  such instances of genius, who want the advantages of education, are frequently to be met with in the world, and naturally suggest to the feeling heart that thought which mr gray to beautifully expresses in his elegy:       "" perhaps, in this neglected spot, is laid      "" some heart once pregnant with celestial fire;      "" hands, that the rod of empire might have sway'd;      "" or wak'd to ecstacy the living lyre:      "" but knowledge to their eyes her ample page,      "" rich with the spoils of time, did ne'er unrol;      "" chill penury repressed their noble rage,      "" and froze the genial current of the soul.""  "
